Image,Xmin,Ymin,Xmax,Ymax
499dcf454f07,0.119180,0.142617,0.912070,0.744102
49a224c54390,0.119180,0.212930,0.904258,0.841758
49a4d3121e15,0.103555,0.142617,0.955039,0.818320
49a713fe59f1,0.068398,0.134805,0.955039,0.794883
49a9895d8124,0.119180,0.166055,0.888633,0.775352
49a9c8f70118,0.103555,0.119180,0.912070,0.775352
49aae3abc3ae,0.154336,0.205117,0.873008,0.783164
49acd95840c2,0.095742,0.087930,0.900352,0.744102
49b557793dbf,0.162148,0.267617,0.822227,0.771445
49b665b914d3,0.048867,0.197305,0.966758,0.806602
49b7451dc4aa,0.072305,0.201211,0.857383,0.775352
49bac948bc10,0.033242,0.138711,0.974570,0.841758
49badba01b05,0.044961,0.244180,0.935508,0.810508
49bae6d00c2a,0.072305,0.259805,0.892539,0.896445
49bde21f9c8b,0.126992,0.181680,0.908164,0.857383
49c0d7f5414e,0.056680,0.142617,0.931602,0.845664
49c2dff73ccb,0.095742,0.197305,0.892539,0.736289
49c45abf5295,0.072305,0.052773,0.931602,0.849570
49c4f6d7ab5a,0.060586,0.146523,0.919883,0.806602
49c87e613139,0.115273,0.244180,0.892539,0.790977
49c8bc4a9b49,0.080117,0.236367,0.962852,0.818320
49cd25584e32,0.134805,0.181680,0.837852,0.623008
49cdf550a699,0.142617,0.123086,0.873008,0.751914
49d1a7132136,0.076211,0.123086,0.931602,0.861289
49d4b10a3196,0.181680,0.185586,0.826133,0.708945
49d619393e4c,0.130898,0.279336,0.908164,0.748008
49d9103446df,0.146523,0.162148,0.904258,0.833945
49dbc29fa8db,0.068398,0.197305,0.888633,0.837852
49dd15d7ca8f,0.091836,0.201211,0.923789,0.826133
49dd8ac67149,0.111367,0.103555,0.931602,0.873008
49e2c417756f,0.123086,0.251992,0.869102,0.744102
49e75e41797b,0.107461,0.173867,0.935508,0.923789
49ea969de08e,0.146523,0.216836,0.888633,0.806602
49fb79ae9a42,0.084023,0.228555,0.904258,0.744102
4a05dc5ee8c9,0.162148,0.177773,0.853477,0.693320
4a09a7452e31,0.111367,0.220742,0.931602,0.767539
4a0b9178db3b,0.009805,0.166055,0.990195,0.849570
4a0caae85691,0.146523,0.263711,0.861289,0.744102
4a0d9d8e1f69,0.080117,0.169961,0.923789,0.771445
4a1011d82492,0.142617,0.177773,0.876914,0.783164
4a10b6b03f53,0.056680,0.177773,0.927695,0.822227
4a10b817f4f0,0.115273,0.209023,0.919883,0.759727
4a137a0cb9d3,0.052773,0.173867,0.912070,0.767539
4a15967269ca,0.080117,0.158242,0.908164,0.728477
4a17188df181,0.064492,0.248086,0.935508,0.740195
4a172f8119ce,0.084023,0.271523,0.923789,0.845664
4a190dd9fd26,0.134805,0.189492,0.865195,0.810508
4a19ecc80bf3,0.146523,0.146523,0.869102,0.841758
4a1b33d3efea,0.119180,0.173867,1.001914,0.869102
4a1ec6db0cca,0.142617,0.138711,0.915977,0.841758
4a1f987c8add,0.072305,0.142617,0.962852,0.830039
4a22158f86b2,0.115273,0.228555,0.896445,0.775352
4a28bb69d5dc,0.115273,0.146523,0.919883,0.794883
4a2b84f428b9,0.072305,0.087930,0.943320,0.802695
4a2ba700c037,0.025430,0.099648,1.001914,0.794883
4a2fcbf0a63d,0.224648,0.232461,0.865195,0.736289
4a391fd98d8b,0.084023,0.169961,0.912070,0.822227
4a3c58fdc65d,0.169961,0.287148,0.810508,0.818320
4a42eeabe1a7,0.115273,0.251992,0.919883,0.790977
4a434ead5f1e,0.103555,0.216836,0.900352,0.865195
4a455dfa2ada,0.142617,0.205117,0.865195,0.830039
4a45b49b57a8,0.138711,0.150430,0.865195,0.771445
4a4a070a4023,0.123086,0.236367,0.908164,0.822227
4a545e28da98,0.084023,0.275430,0.876914,0.802695
4a559412cc8d,0.107461,0.263711,0.888633,0.751914
4a57965865fd,0.103555,0.166055,0.915977,0.689414
4a5adcc3b557,0.107461,0.138711,0.888633,0.861289
4a5e1f6441b6,0.142617,0.162148,0.880820,0.787070
4a63281ee966,0.060586,0.173867,0.919883,0.857383
4a63f2cdabb9,0.209023,0.318398,0.841758,0.689414
4a645002f2d5,0.111367,0.162148,0.935508,0.787070
4a6a34a05b90,0.115273,0.314492,0.880820,0.896445
4a71a9613d07,0.084023,0.232461,0.931602,0.849570
4a71d0658ac3,0.068398,0.091836,0.923789,0.833945
4a731131dc8f,0.095742,0.150430,0.923789,0.783164
4a7618f3177d,0.103555,0.169961,0.931602,0.900352
4a76a3bb34ce,0.068398,0.087930,0.955039,0.814414
4a793a4f37cf,0.037148,0.220742,0.939414,0.755820
4a79891d50f9,0.099648,0.209023,0.892539,0.787070
4a7c223d7630,0.076211,0.209023,0.919883,0.798789
4a7c3136281d,0.068398,0.209023,0.927695,0.896445
4a7d81ae5d2d,0.080117,0.267617,0.955039,0.837852
4a7e5ada2c12,0.037148,0.185586,0.958945,0.873008
4a831a278348,0.181680,0.158242,0.853477,0.669883
4a8521b7984c,0.138711,0.240273,0.845664,0.783164
4a87b1091859,0.099648,0.201211,0.915977,0.849570
4a886a59f478,0.052773,0.146523,0.958945,0.826133
4a8902a03845,0.107461,0.271523,0.896445,0.822227
4a8db6e37989,0.193398,0.263711,0.822227,0.724570
4a8fca0c7fe6,0.048867,0.240273,0.958945,0.853477
4a9030659cdf,0.134805,0.216836,0.873008,0.759727
4a93ac8918ed,0.095742,0.216836,0.904258,0.794883
4a94083792f8,0.267617,0.236367,0.849570,0.900352
4a9477f9a950,0.091836,0.138711,0.908164,0.810508
4a99872a88d3,0.099648,0.216836,0.919883,0.896445
4a9a6124ddd5,0.056680,0.134805,0.935508,0.763633
4a9a6a70231c,0.177773,0.216836,0.837852,0.744102
4a9b657a4550,0.044961,0.115273,0.994102,0.763633
4a9bafe4e8f5,0.064492,0.185586,0.939414,0.853477
4a9dab0e4a17,0.181680,0.189492,0.857383,0.783164
4aa049570f40,0.095742,0.212930,0.931602,0.857383
4aa20afdc71f,0.111367,0.146523,0.908164,0.736289
4aa20d264acd,0.111367,0.166055,0.896445,0.806602
4aa55b043516,0.111367,0.134805,0.892539,0.790977
4ab5811b5ef9,0.126992,0.154336,0.880820,0.880820
4ab6ec8f78bb,0.134805,0.084023,0.888633,0.802695
4ab862a99bd8,0.084023,0.169961,0.931602,0.798789
4abff95c5050,0.119180,0.146523,0.904258,0.759727
4ac08eebba7c,0.041055,0.205117,0.974570,0.904258
4ac0e57285b6,0.087930,0.158242,0.915977,0.744102
4ac3b3d9e43d,0.080117,0.177773,0.939414,0.833945
4ac3e7377c92,0.087930,0.197305,0.935508,0.849570
4ac608ae4966,0.084023,0.212930,0.947227,0.779258
4ac6fdae9a86,0.130898,0.228555,0.888633,0.865195
4aca0cac7333,0.146523,0.209023,0.915977,0.837852
4aca17838324,0.138711,0.166055,0.912070,0.740195
4acaa0da3a80,0.115273,0.177773,0.939414,0.775352
4acce44f2ef3,0.091836,0.162148,0.884727,0.888633
4ace2f00760f,0.087930,0.212930,0.892539,0.826133
4acfd904d41e,0.119180,0.216836,0.915977,0.837852
4acfe593d61b,0.158242,0.294961,0.865195,0.830039
4ad0f53515e9,0.056680,0.255898,0.923789,0.787070
4ad7004f10a9,0.091836,0.263711,0.833945,0.833945
4ad727e293de,0.107461,0.193398,0.830039,0.865195
4ad8308d2f6d,0.001992,0.185586,1.001914,0.888633
4ae6cc83a6cd,0.076211,0.166055,0.943320,0.841758
4ae89d882781,0.084023,0.220742,0.947227,0.802695
4af36e7a3a17,0.021523,0.037148,1.001914,0.853477
4af39a620832,0.072305,0.263711,0.958945,0.908164
4af4a4a1df21,0.162148,0.255898,0.966758,0.728477
4af4d09bcce2,0.123086,0.130898,0.888633,0.712852
4af5f29844ff,0.044961,0.099648,0.974570,0.853477
4af8c01c962a,0.115273,0.271523,0.908164,0.861289
4afa47cc7b8a,0.220742,0.334023,0.798789,0.724570
4afaf19b7d36,0.099648,0.193398,0.900352,0.771445
4afdc43f9387,0.111367,0.228555,0.884727,0.716758
4b03964ab079,0.201211,0.236367,0.826133,0.833945
4b042c7dc0c8,0.064492,0.130898,0.927695,0.841758
4b061ad12839,0.158242,0.271523,0.876914,0.767539
4b07af99ca89,0.091836,0.095742,0.908164,0.845664
4b08010ee3c2,0.044961,0.169961,0.947227,0.798789
4b0b02d1fbf4,0.099648,0.189492,0.912070,0.822227
4b0c860bf4ac,0.064492,0.095742,0.978477,0.751914
4b0cdb1dee00,0.115273,0.181680,0.912070,0.837852
4b0dd6bb10f7,0.193398,0.294961,0.818320,0.849570
4b1055430741,0.064492,0.134805,0.927695,0.763633
4b10b866248b,0.138711,0.228555,0.892539,0.822227
4b12d6974410,0.005898,0.111367,0.943320,0.818320
4b16c08a99d8,0.099648,0.193398,0.915977,0.833945
4b18b288860a,0.119180,0.185586,0.888633,0.740195
4b1925fcaffd,0.119180,0.166055,0.951133,0.751914
4b1b695424ad,0.033242,0.076211,0.966758,0.716758
4b1bf4a90107,0.115273,0.185586,0.896445,0.841758
4b1d6d378765,0.138711,0.177773,0.888633,0.775352
4b1df1890bf7,0.099648,0.209023,0.923789,0.771445
4b1f5d04d10a,0.146523,0.220742,0.892539,0.873008
4b21ee736058,0.072305,0.240273,0.904258,0.763633
4b228b6febca,0.146523,0.197305,0.845664,0.790977
4b23cef13261,0.099648,0.294961,0.908164,0.806602
4b24bb7eecbd,0.130898,0.138711,0.904258,0.798789
4b26e23c794a,0.154336,0.251992,0.873008,0.794883
4b291f247759,0.060586,0.162148,0.915977,0.927695
4b2aa5885db6,0.130898,0.271523,0.873008,0.822227
4b2b7ea249ac,0.087930,0.189492,0.939414,0.845664
4b2bbd7d434a,0.134805,0.189492,0.849570,0.736289
4b2d81b5ddba,0.154336,0.228555,0.837852,0.771445
4b2fcf6787aa,0.193398,0.251992,0.810508,0.775352
4b317c406e95,0.068398,0.263711,0.951133,0.736289
4b331c656c68,0.103555,0.189492,0.904258,0.806602
4b34e544cc48,0.123086,0.244180,0.900352,0.818320
4b36b754ee7b,0.154336,0.216836,0.904258,0.845664
4b3788d6a582,0.087930,0.201211,0.888633,0.880820
4b39bb6263bb,0.111367,0.107461,0.919883,0.861289
4b39c1a17ee5,0.130898,0.263711,0.888633,0.763633
4b3eae6f97cc,0.103555,0.240273,0.951133,0.830039
4b3ebf5a16f9,0.142617,0.181680,0.873008,0.814414
4b4127a37f34,0.076211,0.166055,0.970664,0.837852
4b43d42a7d6b,0.001992,0.103555,1.001914,0.841758
4b495a0a27a4,0.107461,0.232461,0.951133,0.919883
4b4982632be6,0.146523,0.216836,0.865195,0.904258
4b4d812bc3bc,0.154336,0.248086,0.853477,0.728477
4b4f1a6324c7,0.041055,0.119180,0.998008,0.818320
4b50446905e9,0.009805,0.162148,0.955039,0.849570
4b508b9cbaf4,0.166055,0.216836,0.873008,0.826133
4b52c7b2ed78,0.111367,0.209023,0.912070,0.892539
4b5984776f42,0.169961,0.287148,0.869102,0.728477
4b5c65abeb55,0.126992,0.212930,0.830039,0.814414
4b5f21cd95dd,0.087930,0.084023,0.970664,0.810508
4b62150ee85e,0.056680,0.158242,0.939414,0.853477
4b65a46cea31,0.197305,0.353555,0.822227,0.837852
4b672be3b63f,0.001992,0.220742,1.001914,0.892539
4b67db755386,0.146523,0.259805,0.853477,0.775352
4b6c75897023,0.123086,0.189492,0.935508,0.790977
4b6db572d96a,0.142617,0.236367,0.876914,0.751914
4b6eb3bd248e,0.099648,0.134805,0.892539,0.849570
4b6ee66a21e6,0.095742,0.228555,0.908164,0.904258
4b70b9e215cd,0.103555,0.134805,0.919883,0.833945
4b717b5efb19,0.111367,0.185586,0.912070,0.720664
4b74423afd0a,0.158242,0.205117,0.888633,0.771445
4b7af5ab6f97,0.080117,0.244180,0.935508,0.919883
4b7b75dd41a9,0.005898,0.056680,0.943320,0.880820
4b7c783f5eb5,0.099648,0.302773,0.888633,0.787070
4b7f600fdc59,0.115273,0.154336,0.966758,0.873008
4b8283e71233,0.103555,0.248086,0.915977,0.857383
4b833be11a12,0.084023,0.189492,0.919883,0.802695
4b87d9e834c1,0.095742,0.205117,0.908164,0.794883
4b8868223e94,0.162148,0.166055,0.923789,0.740195
4b8bf606bfc8,0.087930,0.216836,0.904258,0.865195
4b8c024be33c,0.169961,0.209023,0.873008,0.830039
4b8d2254a76e,0.080117,0.193398,0.939414,0.853477
4b8d469a4070,0.134805,0.240273,0.888633,0.810508
4b8dc22bd3fe,0.177773,0.228555,0.849570,0.736289
4b8e95d2fe4f,0.138711,0.232461,0.884727,0.802695
4b8f576dd442,0.169961,0.224648,0.873008,0.790977
4b8ffa7e5a58,0.056680,0.189492,1.001914,0.826133
4b9185b94699,0.154336,0.181680,0.970664,0.861289
4b9207f2982c,0.095742,0.181680,0.919883,0.818320
4b922b5e0cee,0.123086,0.130898,0.880820,0.826133
4b930d4af68a,0.056680,0.169961,0.951133,0.845664
4b96037c75fb,0.091836,0.244180,0.931602,0.837852
4b986d56e9e3,0.111367,0.126992,0.896445,0.810508
4b98aa4e611f,0.111367,0.150430,0.908164,0.947227
4b98c0643eba,0.095742,0.240273,0.951133,0.845664
4b9cc45f1c2b,0.052773,0.134805,0.904258,0.915977
4ba09fda4759,0.123086,0.162148,0.912070,0.736289
4ba3c751d681,0.084023,0.185586,0.958945,0.869102
4badc3b82b63,0.048867,0.134805,0.927695,0.798789
4baf0647c549,0.134805,0.181680,0.849570,0.740195
4bb1990169e5,0.103555,0.162148,0.900352,0.826133
4bb31d566ce9,0.111367,0.193398,0.935508,0.833945
4bb332b1e3f6,0.080117,0.267617,0.912070,0.900352
4bb55ccd6f81,0.087930,0.248086,0.900352,0.806602
4bb6f533a8b0,0.119180,0.240273,0.915977,0.830039
4bb78a9290d6,0.091836,0.185586,0.888633,0.771445
4bb7bb8f16a0,0.072305,0.115273,0.943320,0.767539
4bba6fed7e3e,0.134805,0.209023,0.876914,0.794883
4bbcd080903b,0.130898,0.205117,0.908164,0.767539
4bbd89964cb8,0.158242,0.189492,0.869102,0.720664
4bbe34b5d084,0.076211,0.201211,0.923789,0.845664
4bc0580b6eff,0.130898,0.228555,0.919883,0.845664
4bc6e29ff8b7,0.052773,0.173867,0.955039,0.818320
4bc735314298,0.060586,0.166055,0.943320,0.779258
4bc7f9750afb,0.068398,0.201211,0.888633,0.759727
4bc97f37f78a,0.154336,0.283242,0.865195,0.701133
4bca196d2fa1,0.142617,0.197305,0.896445,0.794883
4bcd8d843bcf,0.119180,0.220742,0.779258,0.822227
4bcfc07be784,0.060586,0.142617,0.955039,0.915977
4bcfeb5e70d4,0.037148,0.158242,0.978477,0.826133
4bd1e3314cba,0.166055,0.357461,0.849570,0.775352
4bd1f25160d1,0.017617,0.099648,0.962852,0.775352
4bd9c1ecfa41,0.154336,0.291055,0.833945,0.798789
4bdcde826604,0.103555,0.232461,0.904258,0.806602
4bde23220488,0.146523,0.205117,0.853477,0.697227
4be55cbcdc1a,0.126992,0.244180,0.884727,0.794883
4bea0546cc2c,0.146523,0.150430,0.884727,0.912070
4bed59c482b0,0.037148,0.138711,0.970664,0.818320
4bef31d1c6db,0.130898,0.185586,0.873008,0.845664
4bf3ddb6cde0,0.044961,0.166055,0.919883,0.927695
4bf3f8344f08,0.119180,0.236367,0.865195,0.732383
4bf449793f23,0.021523,0.169961,0.947227,0.802695
4bf4eab38a92,0.084023,0.240273,0.919883,0.837852
4bf93f85fde9,0.181680,0.306680,0.841758,0.806602
4bf9693cb9a1,0.099648,0.181680,0.919883,0.888633
4bfd10261396,0.064492,0.244180,0.919883,0.814414
4bfe28f41aee,0.037148,0.103555,0.951133,0.865195
4bff41013021,0.095742,0.212930,0.904258,0.763633
4c037d469868,0.115273,0.228555,0.900352,0.783164
4c03a2a29fad,0.087930,0.236367,0.923789,0.826133
4c0539b1c028,0.001992,0.130898,0.982383,0.728477
4c05bcff5ece,0.001992,0.005898,1.001914,1.001914
4c05c4885ae6,0.052773,0.166055,0.915977,0.798789
4c0619c97bab,0.103555,0.236367,0.904258,0.814414
4c08c86efc1f,0.173867,0.154336,0.900352,0.790977
4c0a92d659ad,0.060586,0.138711,0.943320,0.787070
4c0b834da3c7,0.142617,0.185586,0.841758,0.845664
4c0db3024ed6,0.017617,0.146523,0.919883,0.814414
4c0e0fa7cd45,0.091836,0.173867,0.865195,0.806602
4c0eea4e00a2,0.107461,0.291055,0.912070,0.783164
4c0fd7b34836,0.103555,0.076211,0.943320,0.728477
4c168f9a72f0,0.115273,0.181680,0.853477,0.790977
4c1808d772c0,0.072305,0.181680,0.978477,0.775352
4c1960fd0ceb,0.068398,0.240273,0.919883,0.790977
4c1e185d7b20,0.119180,0.314492,0.900352,0.806602
4c1ee1d73579,0.048867,0.087930,0.990195,0.732383
4c2bef338e51,0.146523,0.201211,0.892539,0.712852
4c2ddd9b803e,0.005898,0.197305,0.935508,0.865195
4c2e937bda0b,0.126992,0.283242,0.884727,0.900352
4c30f83a4f03,0.115273,0.251992,0.904258,0.806602
4c31b09ab699,0.087930,0.193398,0.904258,0.806602
4c329df263d3,0.142617,0.228555,0.900352,0.810508
4c32b03dd8d5,0.189492,0.228555,0.818320,0.794883
4c35bb308728,0.099648,0.154336,0.884727,0.841758
4c3656e72a13,0.103555,0.240273,0.915977,0.826133
4c39b2988e0c,0.134805,0.177773,0.919883,0.790977
4c3d64f35436,0.115273,0.255898,0.915977,0.826133
4c3e7afaad2b,0.130898,0.240273,0.884727,0.732383
4c3eab716b3d,0.185586,0.259805,0.841758,0.736289
4c3f90871b58,0.146523,0.216836,0.912070,0.830039
4c3fc042e5dc,0.150430,0.318398,0.865195,0.814414
4c4190025c8f,0.103555,0.240273,0.923789,0.845664
4c41f1ee4fd6,0.123086,0.162148,0.896445,0.837852
4c4263855a48,0.087930,0.087930,0.923789,0.783164
4c426aed7f85,0.138711,0.244180,0.869102,0.767539
4c43421bf51d,0.138711,0.185586,0.892539,0.763633
4c4776f5c7e0,0.029336,0.197305,0.955039,0.826133
4c496a3abffc,0.142617,0.236367,0.861289,0.720664
4c507b5a7c89,0.060586,0.033242,0.951133,0.759727
4c54112ce0bf,0.173867,0.220742,0.947227,0.845664
4c5415ea1d43,0.064492,0.181680,0.951133,0.826133
4c54e3a3fe82,0.064492,0.263711,0.912070,0.830039
4c58ae2db869,0.095742,0.084023,0.915977,0.790977
4c599a5f40db,0.103555,0.240273,0.892539,0.787070
4c5ba148b8a0,0.099648,0.205117,0.904258,0.818320
4c5ec30b1c1e,0.041055,0.119180,0.915977,0.771445
4c60a33302c2,0.099648,0.220742,0.923789,0.865195
4c619bc131f8,0.087930,0.224648,0.923789,0.806602
4c62b3b32b8b,0.060586,0.240273,0.931602,0.873008
4c64d6d1491a,0.119180,0.158242,0.861289,0.873008
4c65ce22e413,0.084023,0.123086,0.896445,0.798789
4c662c7f97dd,0.111367,0.201211,0.904258,0.826133
4c663143a302,0.084023,0.189492,0.951133,0.830039
4c667a3a808c,0.091836,0.209023,0.912070,0.849570
4c67d0ce115e,0.126992,0.279336,0.884727,0.865195
4c697c9e067f,0.134805,0.248086,0.880820,0.775352
4c6dcc699620,0.162148,0.267617,0.849570,0.787070
4c6e0715b7f1,0.115273,0.185586,0.923789,0.759727
4c7000418e95,0.154336,0.294961,0.865195,0.826133
4c7558854632,0.173867,0.322305,0.861289,0.822227
4c7a1595e946,0.166055,0.267617,0.845664,0.775352
4c7a91cb7e3c,0.177773,0.150430,0.896445,0.810508
4c7e1724f4bf,0.126992,0.064492,0.931602,0.763633
4c812c5a4d97,0.138711,0.169961,0.888633,0.794883
4c8505c26592,0.068398,0.162148,0.955039,0.833945
4c93b038ab9e,0.201211,0.255898,0.833945,0.787070
4c95a0871ea0,0.052773,0.197305,0.915977,0.814414
4c96bb9f21aa,0.107461,0.123086,0.865195,0.783164
4c9abf624cc6,0.130898,0.294961,0.876914,0.857383
4c9e9c34d31b,0.064492,0.087930,0.923789,0.849570
4ca10863712b,0.068398,0.173867,0.912070,0.771445
4ca27d6a11a2,0.107461,0.146523,0.880820,0.740195
4ca355b6d0c2,0.111367,0.189492,0.931602,0.818320
4ca9069c4066,0.123086,0.173867,0.884727,0.849570
4cac9476172a,0.138711,0.181680,0.892539,0.818320
4cad72b12871,0.103555,0.193398,0.908164,0.790977
4cae5f7cac93,0.091836,0.240273,0.876914,0.833945
4cae7ab70762,0.107461,0.146523,0.908164,0.814414
4caf2719607e,0.095742,0.193398,0.978477,0.876914
4cb52ec6531f,0.193398,0.283242,0.826133,0.845664
4cb6e312b578,0.123086,0.263711,0.884727,0.775352
4cb70e6b09ed,0.193398,0.201211,0.837852,0.775352
4cb93f90d8bd,0.044961,0.205117,0.923789,0.865195
4cbaaf0fbdcf,0.076211,0.181680,0.939414,0.873008
4cbb24ff07a6,0.037148,0.166055,0.958945,0.837852
4cbd3363ef6c,0.169961,0.154336,0.876914,0.775352
4cbe3c93696b,0.056680,0.189492,0.931602,0.888633
4cc3138a0db1,0.048867,0.166055,0.923789,0.814414
4cc4c687ffac,0.068398,0.263711,0.939414,0.935508
4cc519acde4b,0.107461,0.138711,0.861289,0.720664
4cc6ccc26c8d,0.115273,0.236367,0.865195,0.814414
4cc6f05f99d4,0.095742,0.166055,0.915977,0.876914
4cc708c6d13e,0.048867,0.240273,0.935508,0.892539
4ccba496b638,0.087930,0.279336,0.943320,0.794883
4cd24f16fd11,0.150430,0.084023,0.873008,0.869102
4cd3867f619d,0.107461,0.220742,0.896445,0.798789
4cd4ae2238a0,0.173867,0.263711,0.798789,0.736289
4cd95757d1b6,0.056680,0.119180,0.939414,0.845664
4ce1ce78457b,0.123086,0.216836,0.915977,0.826133
4ce1f0a7ef13,0.095742,0.220742,0.923789,0.814414
4ce87259ff6d,0.076211,0.205117,0.962852,0.873008
4cea82d27084,0.052773,0.173867,0.947227,0.849570
4cedbbb502ee,0.044961,0.084023,0.962852,0.865195
4cf1fe347388,0.087930,0.205117,0.939414,0.787070
4cf68a183010,0.087930,0.220742,0.904258,0.830039
4cf7da42d9c0,0.134805,0.193398,0.849570,0.810508
4cfcad9adcfe,0.084023,0.150430,0.876914,0.861289
4cfcb604e67c,0.130898,0.255898,0.876914,0.802695
4cfce27cb56f,0.146523,0.209023,0.869102,0.759727
4cff0ebefba1,0.154336,0.330117,0.857383,0.876914
4cff39163d77,0.099648,0.275430,0.876914,0.716758
4d015d6bbd22,0.123086,0.310586,0.884727,0.794883
4d023faf75da,0.197305,0.275430,0.861289,0.853477
4d029d1a1b96,0.052773,0.189492,0.962852,0.826133
4d086aad05d4,0.138711,0.177773,0.900352,0.873008
4d090139fe13,0.091836,0.115273,0.915977,0.779258
4d0c55f8c1ed,0.048867,0.111367,0.931602,0.806602
4d0ec413392b,0.091836,0.275430,0.927695,0.845664
4d14a24f3930,0.044961,0.197305,0.990195,0.904258
4d15a0af0f49,0.142617,0.228555,0.857383,0.767539
4d15d48df208,0.119180,0.111367,0.904258,0.853477
4d16c99f2af7,0.123086,0.173867,0.900352,0.740195
4d1957413b0b,0.115273,0.189492,0.955039,0.779258
4d1e818c511b,0.103555,0.181680,0.904258,0.841758
4d244a531912,0.169961,0.306680,0.853477,0.798789
4d282c7cd11a,0.130898,0.091836,0.861289,0.755820
4d284ccbed5f,0.216836,0.373086,0.787070,0.837852
4d29356b4581,0.162148,0.216836,0.849570,0.787070
4d2e183b13cd,0.107461,0.177773,0.915977,0.775352
4d308ca85892,0.138711,0.134805,0.888633,0.779258
4d32f542b8a4,0.087930,0.084023,0.912070,0.841758
4d33a8bfd20b,0.166055,0.263711,0.857383,0.802695
4d36457a3c3b,0.130898,0.181680,0.958945,0.896445
4d364d42cb8e,0.033242,0.185586,0.958945,0.833945
4d375462a332,0.095742,0.130898,0.912070,0.818320
4d3b0ee41cc4,0.130898,0.228555,0.876914,0.802695
4d3b43f5830d,0.009805,0.126992,0.998008,0.783164
4d4068e94b95,0.068398,0.169961,0.923789,0.833945
4d4243cac972,0.041055,0.134805,0.978477,0.888633
4d434ed396d9,0.072305,0.181680,0.943320,0.884727
4d4356daf0ac,0.021523,0.146523,0.978477,0.853477
4d455cc75868,0.103555,0.228555,0.900352,0.779258
4d46b2380bb6,0.087930,0.216836,0.892539,0.787070
4d47ac2b00f2,0.115273,0.220742,0.892539,0.767539
4d4964cae268,0.123086,0.189492,0.935508,0.853477
4d4b43415e67,0.087930,0.232461,0.939414,0.755820
4d4bd76c532f,0.048867,0.236367,0.951133,0.806602
4d4e3012b6f4,0.134805,0.173867,0.853477,0.873008
4d5204756d61,0.142617,0.189492,0.876914,0.822227
4d53d4c137bd,0.048867,0.224648,0.962852,0.759727
4d56a6d002a8,0.080117,0.193398,0.841758,0.712852
4d5747d66ccd,0.087930,0.197305,0.896445,0.775352
4d584b4708fd,0.111367,0.185586,0.912070,0.775352
4d5bed5dc904,0.111367,0.177773,0.888633,0.802695
4d60fa70c0fc,0.072305,0.146523,0.873008,0.888633
4d62106d8131,0.123086,0.314492,0.900352,0.787070
4d63d449d934,0.126992,0.185586,0.896445,0.755820
4d669336e6cf,0.134805,0.146523,0.927695,0.802695
4d6706580e2a,0.103555,0.134805,0.896445,0.822227
4d686365312b,0.072305,0.166055,0.939414,0.744102
4d6a9226c404,0.080117,0.150430,0.923789,0.794883
4d6b329522ea,0.080117,0.162148,0.919883,0.849570
4d6ba3d93323,0.158242,0.228555,0.873008,0.728477
4d7542c881fe,0.142617,0.255898,0.888633,0.685508
4d78c35d1421,0.189492,0.318398,0.888633,0.818320
4d808bfefcb7,0.107461,0.119180,0.904258,0.853477
4d89bafe3f28,0.115273,0.177773,0.935508,0.806602
4d8d46db1137,0.115273,0.130898,0.931602,0.814414
4d8f8135e2b2,0.115273,0.306680,0.896445,0.927695
4d8fec97db25,0.162148,0.220742,0.837852,0.794883
4d9026a9e23c,0.162148,0.251992,0.896445,0.759727
4d9097ed20c0,0.056680,0.197305,0.958945,0.763633
4d9327277977,0.060586,0.201211,0.939414,0.833945
4d9511eefd87,0.103555,0.193398,0.912070,0.861289
4d967574fa04,0.130898,0.291055,0.908164,0.939414
4d998168921c,0.142617,0.205117,0.869102,0.767539
4d9df4f67caa,0.150430,0.283242,0.837852,0.876914
4da0c3b88ae8,0.185586,0.150430,0.876914,0.892539
4da44226b2e0,0.154336,0.216836,0.865195,0.865195
4da643685bd7,0.193398,0.283242,0.861289,0.849570
4da7fcc1189d,0.076211,0.197305,0.931602,0.814414
4da9f01f1b67,0.103555,0.244180,0.912070,0.790977
4daa1ed7b3f7,0.130898,0.259805,0.943320,0.884727
4dab59af3233,0.084023,0.224648,0.908164,0.876914
4daedfa29bb8,0.130898,0.201211,0.880820,0.857383
4db4127eccd2,0.080117,0.181680,0.966758,0.833945
4db496cf32dd,0.111367,0.259805,0.884727,0.833945
4dbaf05e707c,0.103555,0.185586,0.900352,0.771445
4dbc69db531a,0.052773,0.209023,0.947227,0.830039
4dbef0a1daa3,0.146523,0.283242,0.908164,0.837852
4dbfc97a1254,0.080117,0.197305,0.927695,0.763633
4dc20f9d833a,0.056680,0.232461,0.958945,0.814414
4dc296359bd1,0.130898,0.177773,0.904258,0.720664
4dc495924a92,0.111367,0.216836,0.908164,0.783164
4dc4ee96d8c1,0.056680,0.177773,0.943320,0.853477
4dc9c62cb670,0.162148,0.228555,0.861289,0.751914
4dcdd0a09dcf,0.084023,0.314492,0.857383,0.806602
4dd43f4035cf,0.158242,0.318398,0.884727,0.884727
4dd4c01d0e0f,0.099648,0.142617,0.931602,0.755820
4dd7566f5a44,0.115273,0.185586,0.888633,0.876914
4dd75d14eb28,0.048867,0.146523,0.896445,0.767539
4dd89f6801c2,0.033242,0.142617,0.931602,0.783164
4ddb4a18a209,0.080117,0.209023,0.943320,0.833945
4ddd6ab29a9d,0.025430,0.142617,0.958945,0.794883
